policy_id,age,gender,sum_assured,premium,term,product_type,underwriting_class
1768,50,0,459161.87595186953,1762.4249082394147,40,0,1
1769,28,1,1000000.0,5677.462901982246,99,1,1
1770,73,1,154312.55718344392,904.5152894159929,35,0,1
1771,34,0,684474.1010167728,1299.1100901558905,25,0,2
1772,40,0,561105.6232357653,1202.83937365186,15,0,2
1773,24,0,767737.6840214869,978.2748859773953,15,0,2
1774,60,1,317510.3256470256,1641.9130447778036,35,0,1
1775,53,1,432490.5971259081,1137.8073105080107,25,0,2
1776,43,1,549607.8203859833,1253.1603264531957,40,0,2
1777,23,1,691513.4795653203,760.4183460772208,20,0,2
1778,42,0,556954.2175897562,2383.0983925775768,99,2,2
1779,26,1,1000000.0,4918.325046899825,99,1,1
1780,57,1,300560.69812167785,974.498022602107,30,0,2
1781,49,1,573157.3271919915,2399.5134624660554,15,0,1
1782,41,1,521514.87111285824,1101.577331203945,15,0,0
1783,20,1,1000000.0,935.4904417619849,25,0,2
1784,28,1,916457.2270476321,1333.9948459620123,25,0,2
1785,48,1,552193.685436431,1499.3617371673363,10,0,2
1786,54,0,324761.4195962518,978.5208304247208,40,0,2
1787,53,0,494156.24873629736,1406.5987050301794,15,0,2
1788,20,1,829441.0403807535,752.0200218229461,20,0,2
1789,43,0,513799.7863891878,1211.235769869901,30,0,2
1790,52,0,387547.0394218734,1004.4387662066837,35,0,2
1791,20,1,1000000.0,1913.6777547981362,99,2,2
1792,39,1,551565.8344738167,1094.8025440287345,35,0,2
1793,43,1,512127.8188613394,1897.1236879125095,10,0,1
1794,36,1,742329.5629829521,1331.83821515266,10,0,3
1795,20,0,1000000.0,2391.5357010755724,99,1,0
1796,36,0,734911.5255540557,1423.794486475211,35,0,2
1797,36,1,804928.4023551628,3987.511699681283,99,1,2
1798,38,1,708188.6897570923,1428.4162306683766,30,0,2
1799,33,1,673462.8955969112,1120.1654805206342,10,0,2
1800,34,0,572904.3439799375,1031.6274991323853,20,0,2
1801,39,0,1000000.0,4744.74623583017,99,1,2
1802,45,0,509592.46340076416,1676.3847003800938,30,0,1
1803,36,0,664284.1169608939,1222.0062812410315,20,0,2
1804,35,1,664649.4241599011,1268.0742477547674,35,0,3
1805,41,0,496395.4488872464,1149.867435227095,40,0,2
1806,20,0,1000000.0,1024.995679736523,30,0,2
1807,45,0,454883.83823125385,1085.3165237627613,20,0,2
1808,39,0,539572.3215638446,1164.3269220100428,10,0,2
1809,40,1,611603.1844270985,1400.4262627577164,40,0,2
1810,51,0,666669.0703246386,4330.204773126825,99,1,2
1811,20,1,1000000.0,949.9624577170915,35,0,2
1812,20,0,841395.181639081,913.0936614525582,15,0,3
1813,43,1,548977.0850022766,1121.9589083219528,40,0,2
1814,39,0,500554.0938519553,1103.791555020549,35,0,2
1815,42,1,776013.4210574212,4156.107738884116,99,1,2
1816,34,1,769200.092979138,1906.3359425177102,15,0,1
1817,47,0,851261.4691535519,4997.31344994295,99,1,2
1818,51,0,409650.73245081754,1080.1556293602953,25,0,0
1819,45,0,567353.7761655526,1248.520270373249,15,0,2
1820,36,0,644096.9600592823,1093.6677326825404,35,0,2
1821,20,1,1000000.0,1692.5583015010245,99,2,2
1822,49,0,500379.3773421307,1234.8467376249102,25,0,2
1823,54,1,442694.10266369407,1915.9319557824283,35,0,1
1824,47,0,778242.274902166,5163.108224143775,99,1,2
1825,29,1,828673.3741042088,1879.2258760203613,15,0,1
1826,48,0,578974.4153942337,1529.639927277662,25,0,2
1827,50,1,384531.2349794628,1016.2646290756743,20,0,0
1828,58,0,395001.7621837022,1303.6147059530656,30,0,2
1829,29,0,774528.2188705684,2269.1763220094394,99,2,2
1830,37,1,636465.9208142108,1104.687463769011,15,0,2
1831,48,0,567513.8084385743,2829.970334199666,99,2,2
1832,40,0,658712.2999740004,1249.3151229734556,15,0,2
1833,26,1,842247.6058639925,1047.642397926728,40,0,2
1834,44,0,533472.0373324326,1303.6753688041338,15,0,0
1835,46,1,542464.3982656172,1441.816832490987,40,0,2
1836,41,1,702312.936534936,1513.7456973315777,20,0,3
1837,42,0,931615.7937299655,5056.751485913942,99,1,2
1838,36,1,747827.3069966757,1534.3439937337748,30,0,2
1839,57,1,299041.8339018204,969.5132296008132,25,0,2
1840,29,1,811992.3873997495,2094.7118340109264,99,2,2
1841,32,1,715078.6601882173,1740.1945153189452,30,0,1
1842,40,0,576373.4670793938,1185.3757132985484,35,0,2
1843,50,0,455264.32307910785,1206.5053855137962,20,0,2
1844,22,0,906324.3479129005,927.8501822360802,40,0,2
1845,24,1,823851.7210421634,1017.9835162964453,25,0,2
1846,20,1,793250.6086838569,861.8564697459566,30,0,2
1847,40,1,774136.3143399558,4402.266992667621,99,1,2
1848,26,1,653177.1647939272,811.3493975994006,30,0,2
1849,35,0,550400.823715243,930.6483969184013,25,0,2
1850,47,1,513379.9196880704,1949.1609398167986,15,0,1
1851,32,1,617769.9749103568,1046.0912561709695,30,0,2
1852,42,0,760870.6888408676,3245.0878500625754,99,2,2
1853,36,1,1000000.0,4581.952923134525,99,1,2
1854,48,0,584105.6880795994,3997.5350293544684,99,2,1
1855,45,0,607504.534245423,1304.425304047311,30,0,0
1856,31,1,1000000.0,4201.433994698766,99,1,2
1857,37,0,772932.838451294,1523.9541422794766,25,0,2
1858,52,1,596088.3326100088,2836.7711441054025,99,2,0
1859,44,0,633017.1745511703,1538.2568509449957,30,0,2
1860,23,1,752273.3637416892,838.5178035958148,15,0,2
1861,47,1,455407.3793528075,1217.440646741245,15,0,2
1862,26,1,965011.6289605924,1271.6611980681225,35,0,2
1863,56,0,646806.8360314803,5111.02589015413,99,1,3
1864,52,1,347691.5329532478,995.5152048542193,35,0,0
1865,43,1,612351.4142317516,1451.9693617679654,35,0,2
1866,41,1,496960.4904416209,1122.8964400614423,25,0,2
1867,37,0,973177.2147983247,4624.94016141466,99,1,2
1868,48,0,605007.4036633824,4119.786455886651,99,1,2
1869,35,1,696283.736883628,1298.7746681658432,15,0,2
1870,42,0,745965.7653818593,4325.945905782931,99,1,2
1871,50,1,457885.00949886563,1226.6499972709294,30,0,2
1872,33,1,612140.0656119854,988.154536343611,30,0,0
1873,32,0,820006.5235261328,1347.7739763550537,35,0,2
1874,25,1,798774.1280724466,2712.190837060579,99,2,1
1875,27,1,657695.7861081163,885.2959853271063,35,0,3
1876,20,1,1000000.0,1023.2888135598546,30,0,2
1877,48,1,505460.653300947,1348.6700139794864,30,0,2
1878,61,0,383665.3405216557,2333.5262295771736,99,2,0
1879,57,1,579955.041394572,4394.458675957221,99,1,2
1880,20,1,815338.0342170924,1308.2867421869098,15,0,1
1881,48,0,693374.5797633409,6247.733766250436,99,1,1
1882,57,0,339336.98767138674,1020.3787665894362,20,0,2
1883,34,1,694976.7908105252,1233.5283539478787,40,0,2
1884,41,1,532927.4327827918,1151.4244386494956,15,0,2
1885,20,0,723370.2708411841,685.7431556804969,35,0,2
1886,43,0,666977.5211076065,1491.7632330870688,25,0,2
1887,27,0,693350.2429035503,918.0033746993489,35,0,2
1888,42,1,484149.67565969174,1448.7113830644796,15,0,1
1889,21,1,881866.0117876278,923.9272512003569,10,0,2
1890,46,1,570730.3487237301,1324.7367793838532,20,0,0
1891,52,1,353902.3608476508,970.8431571421554,35,0,2
1892,30,0,649993.5179024141,1023.768581498158,40,0,0
1893,26,1,968418.7995830771,1186.0644995420844,40,0,3
1894,20,0,786904.0622900078,742.7535007419335,15,0,2
1895,36,1,773396.6315858057,1507.0173118455057,40,0,0
1896,33,1,659817.792483523,1087.274324238843,20,0,2
1897,21,0,1000000.0,2501.376703360595,99,1,3
1898,45,0,477301.47789258393,1102.2814241710198,40,0,2
1899,34,0,678898.4020524956,1290.628195298108,10,0,2
1900,27,0,1000000.0,3599.2962053170636,99,1,3
1901,33,0,573941.0092722824,939.9284999718371,30,0,3
1902,52,1,558747.6389936518,4134.83719893649,99,1,2
1903,47,0,460421.66047751036,1188.1944786604038,40,0,2
1904,38,0,597158.4930351764,1202.8995435608263,10,0,2
1905,47,0,492674.73085620615,1325.666265014321,25,0,2
1906,26,0,851272.6930565942,1034.182884834767,40,0,2
1907,40,0,720509.2692956952,1384.636143220916,15,0,0
1908,41,1,553811.8392339884,1104.4283595068619,25,0,3
1909,34,1,722948.2726170442,1172.2917209518198,20,0,2
1910,45,0,812195.2838604482,4771.377641367372,99,1,2
1911,30,1,776280.8271905038,1234.646217946223,30,0,2
1912,46,0,555523.1221265108,1360.294179229086,40,0,2
1913,46,1,936215.865381279,5460.6728365840045,99,1,2
1914,20,0,950189.0969190953,923.3490048944907,40,0,2
1915,54,0,517313.94022332167,3469.823449312834,99,1,2
1916,20,1,818181.0585748686,737.2237555760886,20,0,2
1917,32,1,740505.5189601175,1768.3321055691522,30,0,1
1918,52,1,383537.45534176996,978.4910234483029,20,0,2
1919,36,0,909051.115432494,2983.7686388972897,99,2,2
1920,22,0,769432.5620061771,809.0460113483679,35,0,2
1921,26,1,718616.9253713057,897.3503856115287,35,0,2
1922,52,1,513370.5969779951,1308.917465854638,15,0,2
1923,20,0,1000000.0,1891.1910770983093,99,2,2
1924,53,0,387685.924478171,985.2728066281642,35,0,2
1925,39,1,624507.9314524623,1226.3299748761888,35,0,2
1926,25,0,723022.5793879711,952.0981165647943,10,0,2
1927,33,1,932577.1630022061,3950.9615926729134,99,1,2
1928,27,0,867017.510819342,1239.4999654408418,30,0,2
1929,50,0,658052.8448147645,3948.473728745771,99,1,2
1930,48,0,449642.5199930369,1162.1101293392187,20,0,0
1931,20,1,853454.821526792,850.5693834882138,15,0,2
1932,35,1,1000000.0,4748.8714043162945,99,1,3
1933,29,0,1000000.0,3493.4476131608712,99,1,2
1934,55,1,336129.2393509762,1366.8373861475504,30,0,1
1935,23,1,946365.2786781751,1578.2727057182644,10,0,1
1936,59,0,547571.0847033905,4116.747055324451,99,1,2
1937,39,1,873171.5124189458,3093.8912131253655,99,2,2
1938,26,0,853132.8813755239,1023.1478968222956,40,0,2
1939,31,1,1000000.0,2713.1278466956437,99,2,2
1940,30,1,645919.1948759858,939.8648911503464,20,0,2
1941,24,0,1000000.0,3193.654305603726,99,1,2
1942,41,1,481957.9260183483,1615.9409479798621,15,0,1
1943,25,0,693147.0191636438,1351.2729222012886,35,0,1
1944,20,1,954926.8928509438,955.4182285139141,20,0,2
1945,35,1,906689.100884314,2747.6129793091973,99,2,2
1946,20,0,1000000.0,1897.4440203114686,99,2,2
1947,30,0,1000000.0,2855.4489977419757,99,2,2
1948,29,0,807633.2658112888,1276.7469932540146,25,0,2
1949,29,0,850125.339280598,1244.3250674207213,25,0,0
1950,64,1,227808.90261086103,734.2444158663809,20,0,2
1951,40,1,833430.7223077961,2891.411594369326,99,2,2
1952,42,1,574332.9130831569,1326.6004883261064,20,0,0
1953,20,1,799297.4289753534,843.5103838068554,20,0,2
1954,32,1,721797.5262689408,2303.319316875212,99,2,2
1955,42,1,646896.4725810605,1371.3112344202839,35,0,2
1956,27,0,785753.7603823651,1778.0228062221026,10,0,1
1957,50,1,392470.9079514416,973.7304515582991,20,0,3
1958,25,0,959607.3723733643,1264.827513513174,15,0,2
1959,36,1,676050.6423213916,1149.0910999514704,25,0,2
1960,32,1,705426.8912640987,1935.84217516407,99,2,0
1961,41,0,682030.0514020716,1431.7462359217825,10,0,2
1962,32,1,955653.9887490954,4334.250755029087,99,1,2
1963,36,0,715887.6817210444,1288.2436430118796,20,0,2
1964,37,0,996064.761254313,4587.715221581793,99,1,2
1965,31,0,743197.2609153776,1882.1039236339197,15,0,1
1966,45,1,891578.3909373871,4905.578526126625,99,1,2
1967,42,1,564113.7426289696,1120.306839415481,20,0,2
1968,38,0,761478.672783315,1454.908921601505,20,0,2
1969,34,1,711388.7445391035,2171.009316996998,99,2,3
1970,49,1,443581.1558375838,1121.401173462512,10,0,2
1971,37,0,719815.2192613912,1401.6190060884317,40,0,0
1972,36,0,664052.4807911308,1155.9780906278597,20,0,2
1973,41,0,661392.2091466462,1317.6820138815606,40,0,2
1974,60,0,290931.2268575544,945.2230559445328,30,0,2
1975,23,0,1000000.0,1137.5175718027792,40,0,2
1976,49,0,628134.5865878285,4429.480774614191,99,1,2
1977,20,1,1000000.0,1966.2358322913074,99,2,2
1978,42,0,502215.15699820436,1497.3564534194743,30,0,1
1979,58,1,357818.4639275478,1096.6632840577095,15,0,2
1980,45,0,738502.1895385997,4601.024398612374,99,1,0
1981,42,0,563407.7024145342,1241.5049619959825,25,0,2
1982,33,1,784909.261055936,1395.5501045771389,10,0,3
1983,40,1,580473.0670213366,1658.647040960435,10,0,1
1984,36,0,1000000.0,5144.084322658547,99,1,0
1985,30,0,1000000.0,4072.7618823583234,99,1,2
1986,36,0,831059.4899809038,3610.730971998645,99,1,2
1987,42,1,513247.4977478683,1142.3416439041432,15,0,2
1988,30,1,661062.7113677346,1513.7317386526097,35,0,1
1989,30,1,783874.1565634625,1114.3525504123954,15,0,2
1990,23,1,1000000.0,2821.4239581191323,99,1,2
1991,44,0,569081.7204205915,2231.335614632069,99,2,2
1992,46,1,440899.7585630984,1696.4316203537378,10,0,1
1993,42,1,527546.5787680184,1130.5959280621705,15,0,2
1994,51,1,455819.63885709306,1779.090798268505,25,0,1
1995,41,1,675335.8128958719,1418.081249836106,15,0,2
1996,44,1,481939.55344421143,1014.4670849067859,30,0,3
1997,43,0,455717.01386080193,927.2554834969272,25,0,2
1998,38,1,510740.35284636315,948.9426159962399,25,0,2
1999,33,0,699981.1934917264,1089.1126493273332,10,0,2
2000,66,0,355975.09332326526,5137.89453306988,99,1,1
2001,34,1,720662.8655563515,1380.1889606054367,25,0,0
2002,32,0,768785.0298466756,1178.1958691128727,10,0,2
2003,45,1,548358.545318557,1265.3898104583068,35,0,2
2004,43,0,919899.1481072446,5418.371527678952,99,1,2
2005,23,0,743836.2048935369,1253.6568089037796,15,0,1
2006,53,0,374901.2653654178,966.2113795015465,20,0,2
2007,38,0,801827.310789266,6062.2236126849775,99,1,1
2008,26,0,759930.8589921005,946.3280517711307,25,0,2
2009,54,0,344064.8039964897,1009.9470901221312,35,0,2
2010,47,0,719833.3577973889,4082.6825386661135,99,1,2
2011,24,0,690462.540451062,853.4296838669164,15,0,0
2012,61,1,467758.00864321867,3802.0622402403806,99,1,3
2013,47,0,464659.3683565129,1187.4656734186306,35,0,0
2014,39,0,1000000.0,4737.224795400058,99,1,2
2015,59,1,369141.29046650196,1215.357027365991,35,0,2
2016,41,1,496719.95740105485,1145.0592303314443,10,0,2
2017,39,1,609030.4391176199,1131.8558387990697,35,0,3
2018,32,1,833522.032387683,1335.336566896862,25,0,2
2019,46,1,444376.84953823744,1076.2841975623905,35,0,2
2020,45,0,465985.3601262216,1129.0357445418713,20,0,2
2021,40,0,641936.4822329315,1225.8852284757108,35,0,3
2022,30,1,1000000.0,3003.3681332460997,99,2,3
2023,41,1,712091.3608522747,1662.8086928776324,30,0,3
2024,39,1,1000000.0,5044.14973085742,99,1,2
2025,23,1,789299.5950138977,949.2761929504825,20,0,0
2026,22,1,814314.8926318769,981.8439363774384,10,0,2
2027,46,0,586889.4971806234,1434.7905050236852,15,0,2
2028,20,0,991618.7861177318,904.2103319611175,25,0,3
2029,42,0,613773.3716936174,2229.965293143129,99,2,2
2030,34,1,902882.3136921888,4098.536122950774,99,1,2
2031,55,0,405634.9164027479,1716.1800476554079,35,0,1
2032,34,1,776554.1697660992,1497.6546900741596,15,0,2
2033,47,1,406087.62002893334,1084.8369888995928,10,0,2
2034,35,1,702605.7973201377,1279.8957017508078,30,0,2
2035,41,0,556613.5115811187,1234.5158195943702,30,0,2
2036,48,0,524855.3786864519,1328.6411313109702,40,0,2
2037,34,0,603517.5286482146,1047.126018299261,10,0,2
2038,51,1,392051.84743073,1032.701507821039,35,0,2
2039,28,1,909962.0295408528,1421.0432368796253,15,0,2
2040,43,1,608455.8119946129,1357.0409778948122,30,0,2
2041,51,1,393608.2134732329,1541.156313149655,10,0,1
2042,47,0,483002.89677106735,1085.7471201239928,40,0,2
2043,62,0,387321.18928015913,3149.4301221393407,99,1,2
2044,30,0,1000000.0,6301.451733245008,99,1,1
2045,23,0,872094.1668579059,978.412936502335,15,0,2
2046,28,0,671250.9898807304,1569.896119938444,20,0,1
2047,47,0,735958.5553557376,4500.296863897325,99,1,2
2048,45,0,582628.0999100716,1455.0207737491387,40,0,0
2049,41,1,488238.4870076364,1094.0282532097976,25,0,0
2050,26,1,902957.7456043473,1308.417883463346,40,0,2
2051,49,1,663747.0475777123,3356.0176744172068,99,2,2
2052,25,1,667381.1214720887,1316.6230051830744,40,0,1
2053,53,1,541370.2193617179,3465.4476056156946,99,1,2
2054,74,1,100000.0,411.11123986482863,35,0,0
2055,44,0,454640.8807064463,1553.479330097775,35,0,1
2056,46,0,560525.8544358008,2065.8863557971954,15,0,1
2057,34,1,782115.3076021298,1427.5016159765087,35,0,2
2058,20,1,917489.8890323632,975.9468268260933,25,0,2
2059,32,0,816637.529442112,2506.3175288033267,99,2,2
2060,26,1,1000000.0,3167.1216960790193,99,1,2
2061,22,1,1000000.0,1871.8986085277065,99,2,2
2062,60,0,346596.4878600535,1095.4138257416416,30,0,2
2063,43,0,825958.1209725572,4879.5576184177635,99,1,3
2064,44,0,823350.7497803029,5025.830874192753,99,1,2
2065,36,1,790402.5129767102,1613.1359319821904,15,0,3
2066,37,0,643631.861976888,1191.616339517614,40,0,2
2067,51,1,464135.22091504256,1241.5277705557025,40,0,2
2068,39,1,499097.3087361491,1072.2906012031444,35,0,0
2069,46,1,513894.01361809444,1354.8446835147604,10,0,2
2070,37,0,850301.1183997574,3040.7732839735127,99,2,2
2071,35,1,1000000.0,4283.246296021004,99,1,2
2072,23,1,783811.916442359,1415.1777244991183,20,0,1
2073,20,0,988896.0201466071,1034.8505773033132,25,0,2
2074,36,1,1000000.0,4826.798514024451,99,1,2
2075,40,1,498326.7004130857,1425.2763611177863,10,0,1
2076,24,1,838101.6279036426,1660.2225053179668,40,0,1
2077,39,0,877185.3122177904,4576.998714783897,99,1,0
2078,40,1,707136.9105961854,1438.5925433475684,35,0,2
2079,20,0,787484.5901121582,718.1898789623863,25,0,2
2080,29,1,1000000.0,5609.805305487406,99,1,1
2081,44,1,551047.7018350705,1252.933434825722,25,0,2
2082,44,0,518224.79165010917,1295.354016558345,25,0,2
2083,26,0,804204.9083532975,1012.3936680857091,25,0,2
2084,41,1,739644.7064392212,2864.0335792815226,99,2,2
2085,52,0,412377.18050956796,1197.299796133538,25,0,0
2086,49,1,428554.2706321802,1044.7612601693525,35,0,2
2087,38,0,626382.841315463,1779.2386094452522,30,0,1
2088,34,1,632346.0128139593,1069.90926827705,15,0,2
2089,32,1,749382.6667685487,1307.3560600350672,35,0,0
2090,45,0,479369.0996099674,1139.013334872475,35,0,3
2091,42,1,472690.20177676325,1044.377463782804,15,0,2
2092,47,1,477198.1284922107,1134.937480645476,10,0,2
2093,41,0,612703.088961489,2164.4952780917465,25,0,1
2094,49,0,810881.0275837723,4770.512507441402,99,1,0
2095,41,0,682043.2785482882,1588.8175444768622,10,0,2
2096,49,1,443117.01462141855,1797.0323029567862,40,0,1
2097,50,1,820293.6021024152,5021.475888866115,99,1,2
2098,30,1,767270.0215815823,2232.401837336321,99,2,2
2099,20,1,791033.8856697329,1301.5412186947565,25,0,1
2100,58,1,578839.5896062712,4524.08552401358,99,1,2
2101,43,1,498702.3045649361,1528.6426320672483,20,0,1
2102,20,1,1000000.0,3607.851728888169,99,1,1
2103,31,1,834752.4908922144,1260.468502046785,40,0,2
2104,49,1,543345.0314353139,1914.4052657474306,25,0,1
2105,36,0,896706.5227787031,4081.278690563194,99,1,2
2106,33,1,633134.3622494439,1052.5004605929535,25,0,2
2107,56,0,317517.3882297266,947.8993273198308,40,0,2
2108,27,0,904694.2983801622,1252.715100738775,35,0,2
2109,30,1,673754.5046360479,1125.5469888149491,25,0,2
2110,42,0,719591.1156384052,3692.217242665509,99,1,0
2111,44,0,842476.4330816604,7495.478313521022,99,1,1
2112,45,1,581334.1437724257,1395.1646984416068,40,0,2
2113,50,1,508155.26111458935,1405.6699757075658,20,0,2
2114,42,0,925226.2405211868,5347.353996143983,99,1,2
2115,45,0,444098.42285456246,1109.8827360419857,40,0,3
2116,36,0,684116.1779599226,1209.317425667751,30,0,2
2117,40,0,527922.960800478,1788.1488793613373,25,0,1
2118,41,1,689992.8536369668,1443.4323563971961,40,0,2
2119,42,1,860270.7973668926,4372.528750412776,99,1,2
2120,49,1,552780.9249272945,1467.19322321231,20,0,2
2121,46,0,466717.2939840908,1032.2180592333596,30,0,2
2122,40,0,898983.9452947297,4697.771171032182,99,1,0
2123,30,0,864619.3462898668,1421.8161108004124,40,0,2
2124,40,0,712590.2343706812,1518.0096474744125,15,0,2
2125,39,0,563787.0451990662,1234.9606039025296,20,0,2
2126,42,0,626744.8761499814,1369.5106126699648,10,0,3
2127,66,1,205087.09827054117,661.5655296789091,10,0,2
2128,33,0,918517.4273559212,2585.0300100878126,99,2,0
2129,45,0,557651.7603769602,1227.7532368510215,40,0,2
2130,52,0,428385.453861194,1234.3133794070602,35,0,2
2131,41,1,507319.79045659804,1034.7003595080075,25,0,0
2132,68,1,330411.59389534814,3080.153426717842,99,1,2
2133,35,0,564288.3786314002,1083.3790118339632,15,0,2
2134,43,1,1000000.0,5392.028386233219,99,1,2
2135,30,0,773664.221975846,1750.4123923486616,15,0,1
2136,35,1,962893.6851315026,2863.899775493864,99,2,0
2137,42,1,566991.774827842,1316.5458126025565,20,0,2
2138,50,1,455746.6764104952,1878.949128779131,40,0,1
2139,43,0,606586.3012193243,1241.865758777519,35,0,2
2140,55,0,366760.10795452335,1053.9412452625543,15,0,3
2141,38,0,583371.4516969759,1138.170462589395,35,0,2
2142,36,1,698323.9408090013,1386.7850401812475,20,0,2
2143,72,1,172478.13959709016,1540.9177975015834,99,1,2
2144,44,1,509073.9245040036,1770.2896372124605,40,0,1
2145,31,1,668602.4330488491,1026.3022530389865,10,0,2
2146,31,1,757592.3955272199,1116.7012636475395,30,0,2
2147,28,0,660094.5374036968,1042.856985238936,40,0,3
2148,51,0,724667.3012028837,4619.44703676804,99,1,2
2149,35,1,669682.0572859583,1231.5694714161964,15,0,2
2150,41,0,686205.0616935319,1587.2787735786887,35,0,2
2151,39,0,1000000.0,7911.152746646255,99,1,1
2152,48,1,760456.0498873712,5031.878901697769,99,1,2
2153,29,0,732995.8635236657,989.9950906421178,20,0,2
2154,27,0,820973.5473127781,1691.3600258586928,35,0,1
2155,42,0,562512.799498251,1262.210317834063,15,0,2
2156,47,0,411719.5418047399,1001.3986195155528,25,0,2
2157,43,1,892510.5062276915,4596.755276479029,99,1,2
2158,30,1,1000000.0,4054.873072170001,99,1,0
2159,48,1,410523.4827552821,966.8983333125744,40,0,3
2160,31,0,764170.8130024441,1152.4759245236808,30,0,2
2161,33,1,961394.2667620531,3931.50242316899,99,1,2
2162,28,0,897210.3986318571,1296.5486084340273,15,0,2
2163,55,1,463087.15205273934,1220.4187339769085,10,0,2
2164,47,1,527521.1219006224,1193.451235526972,40,0,2
2165,47,0,627926.1278442956,2796.653419674962,99,2,2
2166,54,0,698755.1958292817,5255.904923645962,99,1,2
2167,73,0,143215.6553584363,770.1888020221627,30,0,1
2168,20,0,1000000.0,1779.8210022211397,99,2,2
2169,31,1,1000000.0,4148.253258938949,99,1,2
2170,32,0,1000000.0,4065.6952337210023,99,1,2
2171,29,0,885891.758823987,1253.6633493769732,35,0,2
2172,27,0,729251.6266253458,1049.5711030350703,30,0,2
2173,36,0,599381.901085324,1107.6612831220414,35,0,2
2174,25,0,685625.2573933266,910.6576288007317,15,0,2
2175,44,1,494407.71601624123,1144.2504077322153,30,0,2
2176,40,0,500380.0879590535,980.7819354330126,10,0,2
2177,45,0,472908.2742362629,1160.3780047989258,20,0,2
2178,46,0,539191.0319731007,2516.4728079538077,99,2,2
2179,47,1,727731.2989284111,3487.455513724274,99,2,2
2180,35,1,979705.7299973235,5253.800020141027,99,2,1
2181,65,0,278081.3224363675,949.7650145854556,40,0,2
2182,42,0,788767.6388393661,4024.2103555424646,99,1,2
2183,20,0,815599.336156892,761.7268866192359,25,0,3
2184,27,1,781842.4547407033,1026.701972719258,40,0,2
2185,20,0,943691.0388640902,995.9399433256758,35,0,2
2186,40,0,699502.6043246133,2214.96832704503,15,0,1
2187,38,0,553393.3511285363,1110.1910199765462,15,0,2
2188,34,0,801298.8647609651,1412.3362390824768,35,0,2
2189,64,1,311202.82572110207,1132.6610998730137,10,0,2
2190,46,0,592203.8773024844,1964.5148278842044,10,0,1
2191,48,0,418427.3217601953,980.3941327914357,10,0,2
2192,28,0,757169.0636316524,1006.0132601652607,20,0,2
2193,28,0,939570.7259965128,2128.897661484462,30,0,1
2194,40,0,614781.6754446494,1269.7084406073302,10,0,0
2195,42,0,865150.7742972631,7163.304287220681,99,1,1
2196,20,0,1000000.0,2927.23521822539,99,2,1
2197,37,1,827049.762673978,4180.344056364774,99,1,3
2198,40,1,603455.7474637671,1231.258915089235,20,0,2
2199,37,0,571826.5582586514,994.3081714435864,10,0,2
2200,30,1,869338.5952062848,1292.6615315696165,25,0,2
2201,33,0,763621.2020573057,1420.0384196597913,35,0,2
2202,37,1,932565.4864685301,3049.36701314076,99,2,2
2203,41,1,543883.2541413856,1275.9405493486538,25,0,2
2204,47,1,430665.1909509375,1039.0865799681458,10,0,2
2205,52,0,699782.7039212098,4605.7031867072865,99,1,2
2206,36,0,609299.1085939062,1087.467803290232,25,0,2
2207,34,0,634755.0416202862,1137.301061343308,25,0,2
2208,45,0,471551.54670678807,1192.4438919438776,25,0,0
2209,47,1,558178.5570098449,2728.5029926185953,99,2,2
2210,34,1,658519.3962035694,1216.9319606046536,15,0,2
2211,49,1,546193.9500005151,1401.0726400753022,40,0,3
2212,51,1,518786.72677276045,1513.5177031892165,10,0,2
2213,55,0,411690.8365650547,2292.341240873236,99,2,2
2214,61,0,286168.5116730983,913.7459354080851,15,0,0
2215,29,1,643168.028495376,1025.7371807013094,30,0,2
2216,40,1,694148.8280934818,2366.5401580076364,20,0,1
2217,40,0,791644.4427156146,3878.1974461055734,99,1,2
2218,38,0,513814.84002773516,1489.2555347773744,30,0,1
2219,32,0,674006.8590598258,1200.3944357454002,35,0,2
2220,22,1,867436.4274826574,918.0949968957041,25,0,2
2221,41,0,613687.507701133,1322.252284347593,40,0,2
2222,30,1,615163.3230435655,985.0901396519484,30,0,2
2223,41,1,677739.5452932051,1460.5099260577347,25,0,2
2224,30,1,803905.9378006102,1216.7919851696906,40,0,0
2225,26,0,650778.0067435519,873.5450559443894,35,0,2
2226,42,0,522773.9971375621,1142.364681262491,40,0,3
2227,41,0,669114.8403117097,2545.4130019270283,99,2,0
2228,46,1,455442.9423928919,1765.6860383429507,25,0,1
2229,66,1,193366.3555113453,714.9691443988818,10,0,2
2230,43,1,541071.6104932078,1164.649110812809,30,0,2
2231,45,0,670684.7711427336,3995.639814916682,99,1,2
2232,27,1,910246.4196791501,1166.204810932962,40,0,2
2233,24,0,973377.1669387525,1198.3844818124826,10,0,2
2234,58,0,315908.55771975964,968.3266700829287,25,0,2
2235,28,0,765013.2357812062,1105.4345476631136,40,0,2
2236,27,0,818715.0200120623,1114.7356296420446,20,0,0
2237,39,0,722721.4513186531,2805.071050774213,99,2,2
2238,38,0,758915.5537593537,1598.78925712359,20,0,2
2239,29,1,653847.7193565479,987.807960038859,15,0,2
2240,36,1,742075.4310300634,1515.2244463577426,25,0,2
2241,54,0,359807.1473374458,1057.7405903352278,25,0,2
2242,30,1,633896.5428281815,1002.6838388397925,40,0,2
2243,23,1,789122.5679693924,1329.70083423858,15,0,1
2244,51,1,475558.7694664226,1338.8554314317335,35,0,2
